10;11,0;1,None
9;11,1,None
9;11,1,None
9;11,1,None
8;11,1,None
8;12,1,None
8;13,1,None
8;14,,None
8;15,,None
8;16,,None
8;17,3,None
9;17,3,None
10;17,0;3,None
11;17,0;3,None
12;17,0;2,None
12;18,0,None
12;17,2,None
13;17,2,None
13;16,2,None
14;16,2,None
14;15,2,None
14;3,,None
15;3,,None
15;4,,None
15;5,,None
16;5,,None
16;5,,None
17;5,,None
17;5,,None
18;5,,None
18;6,,None
18;7,,None
18;8,,None
17;8,,None
18;8,,None
18;7,,None
18;8,,None
17;8,,None
17;8,,None
18;8,,None
18;7,,None
18;8,,None
17;8,,None
17;8,,None
17;8,,None
17;8,,None
17;8,,None
16;8,,None
17;8,,None
16;8,,None
17;8,,None
16;8,,None
16;8,,None
15;8,,None
15;9,,None
15;10,,None
15;11,,None
16;11,3,None
16;11,3,None
16;11,3,None
15;11,3,None
15;10,3,None
15;11,2;3,None
16;11,3,None
16;11,,None
17;11,,None
18;11,,None
19;11,,None
19;12,,None
19;13,,None
18;13,,None
18;13,,None
18;13,,None
18;13,,None
17;13,3,None
16;13,1;2;3,None
15;13,1;2;3,None
15;13,1;2;3,None
15;13,1;2;3,None
15;13,1;2;3,None
15;13,1;2;3,None
14;13,1;2;3,None
14;13,1;2;3,None
15;13,1;2;3,None
14;13,1;2;3,None
14;13,1;2;3,None
15;13,1;2,None
15;13,1;2;3,None
15;13,1;2;3,None
15;13,1;2;3,None
14;13,1;2;3,None
15;13,1;2;3,None
15;13,1;3,None
15;13,1;2;3,None
16;13,1,None
17;13,1,None
17;13,1;3,None
16;13,1;3,None
15;13,1;2;3,None
14;13,1;2;3,None
14;13,1;2;3,None
14;13,1;2;3,None
14;13,1;2;3,None
15;13,1;2,None
15;13,1;2,None
15;13,1;2,None
15;13,1,None
15;13,1;2,None
14;13,1;2,None
14;13,1;2;3,None
14;13,1;2;3,None
14;13,1;2;3,None
13;13,1;2,None
13;13,1;2,None
13;13,2,None
13;13,2,None
12;13,2,None
11;13,2,None
11;13,2,None
11;13,2,None
12;13,2,None
13;13,2,None
12;13,2,None
12;13,2,None
11;13,2,None
11;13,,None
11;13,2,None
10;13,2,None
10;13,2,None
10;13,0;2,None
10;13,0;2,None
10;13,2,None
9;13,2,None
9;13,2,None
9;13,2,None
9;13,2,None
8;13,2,None
8;14,2,None
8;15,0;2,None
8;16,,None
8;15,,None
7;15,,None
8;15,,None
8;16,,None
8;15,,None
7;15,,None
8;15,,None
8;16,,None
8;15,,None
7;15,,None
8;15,,None
8;16,3,None
8;16,,None
8;17,,None
9;17,3,None
9;17,,None
10;17,,None
11;17,3,None
11;17,3,None
11;17,3,None
12;17,0;3,None
12;18,1;3,None
12;17,0;1,None
13;17,0;1,None
13;16,0;1,None
14;16,1,None
14;17,1,None
15;17,1,None
15;18,1,None
14;3,,None
15;3,,None
15;4,,None
15;5,,None
16;5,,None
15;5,,None
15;4,,None
15;5,,None
16;5,,None
16;5,,None
16;5,,None
17;5,,None
17;5,,None
17;5,,None
18;5,,None
18;6,,None
18;7,,None
18;8,,None
17;8,,None
16;8,,None
16;8,,None
17;8,,None
16;8,,None
15;8,,None
15;9,,None
15;10,,None
15;11,1;3,None
16;11,1;3,None
17;11,,None
16;11,3,None
16;11,3,None
16;11,3,None
16;11,3,None
15;11,1;3,None
15;10,,None
15;11,0;3,None
16;11,,None
16;11,,None
17;11,,None
18;11,,None
18;11,,None
18;11,,None
17;11,,None
17;11,3,None
17;11,,None
18;11,,None
17;11,,None
18;11,,None
19;11,,None
19;12,,None
19;13,,None
18;13,,None
18;13,,None
18;13,0,None
18;13,,None
17;13,0,None
17;13,0,None
18;13,0,None
19;13,0,None
19;14,0,None
19;15,0,None
20;15,,None
19;15,0,None
19;14,0,None
19;15,0,None
20;15,0,None
19;15,0,None
19;14,0,None
19;15,0,None
20;15,0,None
19;15,0,None
19;14,0,None
19;15,0,None
20;15,0,None
19;15,0;3,None
19;14,0,None
19;15,0,None
20;15,0,None
19;15,0,None
19;14,0,None
19;15,0,None
20;15,0,None
19;15,0,None
19;14,0,None
19;15,0,None
20;15,0,None
19;15,0,None
19;14,0,None
19;15,0,None
20;15,0,None
19;15,0,None
19;14,0,None
19;15,0,None
20;15,0,None
19;15,0,None
19;14,0,None
19;15,0,None
20;15,,None
19;15,0,None
19;14,,None
19;15,,None
19;16,0,None
19;16,0,None
19;17,,None
18;17,0,None
19;17,0,None
18;17,0,None
17;17,0;3,None
16;17,0;3,None
16;17,,None
16;17,,None
16;17,,None
17;17,,None
18;17,,None
17;17,0,None
16;17,0,None
15;17,0,None
14;17,,None
13;17,,None
12;17,,None
12;18,,None
12;19,1,None
12;20,1,None
11;20,1,None
11;20,,None
10;20,,None
11;20,,None
11;20,,None
10;20,,None
10;20,,None
10;20,,None
11;20,,None
11;20,,None
12;20,,None
12;19,,None
12;18,,None
12;17,,None
11;17,,None
11;17,,None
10;17,3,None
10;17,3,None
9;17,3,None
8;17,3,None
8;16,3,None
8;15,3,None
7;15,3,None
6;15,,None
6;16,,None
6;17,,None
6;18,,None
6;19,,None
6;20,,None
6;21,,None
6;22,,None
6;23,,None
7;23,1,None
6;23,,None
6;24,1,None
6;25,1,None
6;26,1,None
6;27,1,None
7;27,,None
8;27,,None
9;27,,None
10;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,2,None
11;27,,None
12;27,2,None
12;26,,None
12;27,2,None
11;27,,None
12;27,,None
12;26,,None
12;27,2,None
11;27,,None
12;27,2,None
12;26,,None
12;27,2,None
11;27,,None
12;27,2,None
12;26,,None
12;27,2,None
11;27,,None
12;27,,None
12;26,,None
12;27,2,None
11;27,2,None
12;27,2,None
12;26,2,None
12;27,2,None
11;27,2,None
12;27,2,None
12;26,2,None
12;27,2,None
12;26,2,None
12;25,2,None
12;24,2,None
12;25,2,None
12;26,2,None
12;25,2,None
12;25,2,None
12;26,2,None
12;27,2,None
11;27,2,None
12;27,2,None
12;26,2,None
12;27,2,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;25,,None
12;26,,None
12;26,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,2,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,2,None
12;26,2,None
12;27,2,None
11;27,2,None
12;27,2,None
12;26,2,None
12;27,2,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;25,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
12;26,,None
12;25,,None
12;26,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
12;27,,None
12;26,,None
12;27,,None
11;27,,None
11;27,,None
10;27,,None
10;27,,None
10;27,,None
11;27,,None
11;27,,None
11;27,,None
11;27,,None
11;27,,None
12;27,,None
12;26,,None
12;25,,None
12;24,,None
12;23,,None
13;23,,None
14;23,,None
14;23,,None
14;23,,None
14;23,,None
13;23,,None
13;23,,None
14;23,,None
14;23,,None
13;23,,None
12;23,,None
12;24,,None
12;23,,None
13;23,,None
14;23,,None
15;23,,None
15;24,,None
15;23,,None
16;23,,None
17;23,,None
18;23,,None
19;23,2,None
20;23,2,None
21;23,2,None
22;23,2,None
23;23,2,None
24;23,2,None
25;23,2,None
25;23,2,None
25;23,2,None
24;23,2,None
25;23,2,None
24;23,2,None
14;3,,None
14;3,,None
13;3,,None
